Tyjae Spears,24,2,70,200,79,Tulane,2,TEN,HB
Tyler Lockett,32,4,70,182,79,Kansas State,10,TEN,WR
Tyrone Tracy Jr,25,29,73,210,79,Purdue,1,,HB
Will Campbell,21,66,78,319,79,LSU,0,NE,LT
Wyatt Teller,30,77,76,315,79,Virginia Tech,7,CLV,RG
Zach Wood,32,49,75,255,79,SMU,8,NO,LS
Ahkello Witherspoon,30,4,74,195,78,Colorado,8,LAR,CB
Alaric Jackson,27,77,79,345,78,Iowa,4,LAR,LT
Alohi Gilman,27,32,70,201,78,Notre Dame,5,LAC,FS
Amani Hooker,27,37,71,210,78,Iowa,6,TEN,SS
Andre Cisco,25,8,72,210,78,Syracuse,4,,FS
Anfernee Jennings,28,33,75,259,78,Alabama,5,NE,RE
Antonio Gibson,27,4,72,228,78,Memphis,5,NE,HB
Arik Armstead,31,91,79,290,78,Oregon,10,JAX,DT
Boye Mafe,26,53,76,261,78,Minnesota,3,SEA,RE
Braxton Jones,26,70,78,310,78,Southern Utah,3,CHI,LT
Bryan Cook,25,6,73,206,78,Cincinnati,3,KC,FS
Byron Young,27,0,74,248,78,Tennessee,2,LAR,RE
Cairo Santos,33,8,68,175,78,Tulane,11,CHI,K
Cam Robinson,29,74,78,335,78,Alabama,8,HST,LT
Christian Watson,26,9,76,208,78,North Dakota St.,3,GB,WR
Cole Holcomb,29,55,73,240,78,North Carolina,6,PIT,MLB
Connor McGovern,27,66,77,318,78,Penn State,6,BUF,C
D.J. Jones,30,93,72,305,78,Ole Miss,8,DEN,DT
Dameon Pierce,25,31,70,214,78,Florida,3,HST,HB
Daniel Carlson,30,8,77,215,78,Auburn,7,LV,K
DeMario Douglas,24,3,68,185,78,Liberty,2,NE,WR
Donte Jackson,29,26,70,180,78,LSU,7,LAC,CB
Dorance Armstrong,28,92,76,255,78,Kansas,7,WAS,LE
Drake Maye,23,10,76,223,78,North Carolina,1,NE,QB
Ezra Cleveland,27,76,78,312,78,Boise State,5,JAX,LG
Geno Stone,26,22,70,209,78,Iowa,5,CIN,FS
Harrison Phillips,29,97,75,307,78,Stanford,7,MIN,DT
Ivan Pace Jr,24,0,71,231,78,Cincinnati,2,MIN,ROLB
J.J. Jansen,39,44,74,235,78,Notre Dame,18,CAR,LS
Jahdae Barron,23,12,71,194,78,Texas,0,DEN,CB
Jake Elliott,30,4,69,167,78,Memphis,8,PHI,K
Javonte Williams,25,33,70,220,78,North Carolina,4,DAL,HB
JC Latham,22,55,78,335,78,Alabama,1,TEN,RT
Jonathan Jones,31,31,70,190,78,Auburn,9,WAS,CB
Jordan Davis,25,90,78,336,78,Georgia,3,PHI,DT
Kamren Kinchens,22,26,71,202,78,Miami,1,LAR,FS
Keion White,26,99,77,285,78,Georgia Tech,2,NE,LE
Kenneth Grant,21,90,76,330,78,Michigan,0,MIA,DT
Kyle Pitts,24,8,78,246,78,Florida,4,ATL,TE
Mack Wilson Sr,27,2,73,246,78,Alabama,6,ARI,MLB
Marcus Jones,26,25,68,175,78,Houston,3,NE,CB
Maxwell Hairston,22,31,72,183,78,Kentucky,0,BUF,CB
Michael Wilson,25,14,74,213,78,Stanford,2,ARI,WR
Mike Danna,27,51,74,257,78,Michigan,5,KC,RE
Mykel Williams,21,98,77,267,78,Georgia,0,SF,RE
Pete Werner,27,20,75,242,78,Ohio State,4,NO,ROLB
Rayshawn Jenkins,31,28,73,200,78,Miami,8,CLV,SS
Roger McCreary,25,21,71,190,78,Auburn,3,TEN,CB
Rondale Moore,25,4,67,180,78,Purdue,4,MIN,WR
Sebastian Joseph-Day,30,69,76,310,78,Rutgers,7,TEN,DT
Taliese Fuaga,23,75,78,324,78,Oregon State,1,NO,LT
Ted Karras,32,64,76,310,78,Illinois,9,CIN,C
Tim Patrick,31,12,76,212,78,Utah,8,DET,WR
Tony Jefferson,33,23,71,212,78,Oklahoma,10,LAC,SS
Travis Jones,25,98,76,334,78,Connecticut,3,BLT,DT
Travon Walker,24,44,77,272,78,Georgia,3,JAX,LE
Trenton Simpson,24,32,74,234,78,Clemson,2,BLT,ROLB
Tyson Campbell,25,3,73,195,78,Georgia,4,JAX,CB
Tytus Howard,29,71,77,322,78,Alabama St.,6,HST,RG
Younghoe Koo,31,6,69,185,78,Ga. Southern,8,ATL,K
Zach Ertz,34,86,77,250,78,Stanford,12,WAS,TE
Zach Charbonnet,24,26,73,220,78,UCLA,2,SEA,HB
Aaron Brewer,27,55,73,295,77,Texas State,5,MIA,C
Adoree' Jackson,29,8,71,185,77,USC,8,PHI,CB
Alex Singleton,31,49,74,240,77,Montana State,7,DEN,ROLB
Allen Lazard,29,10,77,227,77,Iowa State,7,,WR
Amik Robertson,27,21,68,187,77,LA. Tech,5,DET,CB
Armand Membou,21,70,76,332,77,Missouri,0,,RT
Arnold Ebiketie,26,17,75,256,77,Penn State,3,ATL,LE
Austin Ekeler,30,30,70,200,77,Western Colorado,8,WAS,HB
B.J. Hill,29,92,75,311,77,N.C. State,7,CIN,DT
Braden Mann,27,10,71,198,77,Texas AM,5,PHI,P
Brandon McManus,34,17,75,201,77,Temple,12,GB,K
Byron Murphy II,22,91,73,308,77,Texas,1,SEA,DT
Cade Otton,26,88,77,247,77,Washington,3,TB,TE
Cam Akers,26,26,70,217,77,Florida State,5,NO,HB
Chop Robinson,22,44,75,254,77,Penn State,1,MIA,LE
Chuck Clark,30,21,72,210,77,Virginia Tech,8,PIT,SS
Dalvin Tomlinson,31,94,75,325,77,Alabama,8,ARI,DT
Darius Slayton,28,18,73,194,77,Auburn,6,,WR
Dawson Knox,28,88,76,254,77,Ole Miss,6,BUF,TE
Dax Hill,24,23,72,191,77,Michigan,3,CIN,CB
Derrick Harmon,22,99,77,313,77,Oregon,0,PIT,DT
Dylan Parham,26,66,75,311,77,Memphis,3,LV,LG
Elijah Moore,25,18,70,180,77,Ole Miss,4,BUF,WR
Graham Gano,38,9,74,202,77,Florida State,16,,K
Hogan Hatten,25,49,73,238,77,Idaho,1,DET,LS
Jackson Powers-Johnson,22,58,75,328,77,Oregon,1,LV,C
Jake Bailey,28,16,74,205,77,Stanford,6,MIA,P
Jason Sanders,29,7,71,190,77,New Mexico,7,MIA,K
Jaylen Watson,26,35,74,197,77,Wash. St.,3,KC,CB
Jerome Ford,25,34,70,210,77,Cincinnati,3,CLV,HB
Jerome Baker,28,17,74,225,77,Ohio State,7,CLV,ROLB
Ji'Ayir Brown,25,27,71,202,77,Penn State,2,SF,SS
Jonah Jackson,28,73,76,305,77,Ohio State,5,CHI,RG
Jonathon Brooks,22,24,72,216,77,Texas,1,CAR,HB
Jordan Fuller,27,29,74,203,77,Ohio State,5,ATL,FS
Joshua Palmer,25,5,73,210,77,Tennessee,4,BUF,WR
Justice Hill,27,43,70,200,77,Oklahoma St.,6,BLT,HB
Kayvon Thibodeaux,24,5,77,258,77,Oregon,3,,RE
Kendrick Bourne,30,84,73,190,77,Eastern Wash.,8,NE,WR
Kristian Fulton,26,8,71,197,77,LSU,5,KC,CB
Kwity Paye,26,51,74,261,77,Michigan,4,IND,RE
Leonard Floyd,32,56,77,240,77,Georgia,9,ATL,RE
Malcolm Rodriguez,26,44,71,225,77,Oklahoma St.,3,DET,ROLB
Marcus Epps,29,22,73,191,77,Wyoming,6,NE,SS
Marvin Mims Jr,23,19,71,182,77,Oklahoma,2,DEN,WR
Michael Carter II,26,30,70,184,77,Duke,4,,CB
Mike Sainristil,24,0,70,182,77,Michigan,1,WAS,CB
Nakobe Dean,24,17,71,231,77,Georgia,3,PHI,MLB
Omarion Hampton,22,8,72,221,77,North Carolina,0,LAC,HB
Quan Martin,25,20,72,195,77,Illinois,2,WAS,FS
Renardo Green,24,0,72,186,77,Florida State,1,SF,CB
Rigoberto Sanchez,30,8,72,195,77,Hawaii,8,IND,P
Ryan Stonehouse,26,49,70,193,77,Colorado St.,3,MIA,P
Sam Darnold,28,14,75,225,77,USC,7,SEA,QB
Shelby Harris,34,93,74,290,77,Illinois St.,11,CLV,DT
Shemar Stewart,21,97,77,267,77,Texas AM,0,CIN,LE
Tank Bigsby,24,4,72,213,77,Auburn,2,JAX,HB
Tetairoa McMillan,22,4,76,213,77,Arizona,0,CAR,WR
Thomas Morstead,39,7,76,225,77,SMU,16,SF,P
Troy Fautanu,24,76,76,317,77,Washington,1,PIT,RT
Tyleik Williams,22,91,75,329,77,Ohio State,0,DET,DT
Tyler Booker,21,52,77,321,77,Alabama,0,DAL,RG
Tyler Nubin,24,27,74,210,77,Minnesota,1,,SS
Tyler Higbee,32,89,78,255,77,W. Kentucky,9,LAR,TE
Walter Nolen,21,97,76,300,77,Ole Miss,0,ARI,DT
Wan'Dale Robinson,24,17,68,185,77,Kentucky,3,,WR
Wil Lutz,31,3,71,184,77,Georgia State,9,DEN,K
Zion Johnson,25,77,75,316,77,Boston College,3,LAC,LG
A.J. Dillon,27,29,72,247,76,Boston College,5,PHI,HB
A.J. Epenesa,26,57,78,260,76,Iowa,5,BUF,RE
Aaron Rodgers,41,8,74,223,76,California,20,PIT,QB
Abraham Lucas,26,72,78,322,76,Wash. St.,3,SEA,RT
Alexander Mattison,27,8,71,215,76,Boise State,6,MIA,HB
Amarius Mims,22,71,80,340,76,Georgia,1,CIN,RT
Andrew Wylie,31,71,78,309,76,Eastern Michigan,8,WAS,RT
Brandon Coleman,24,74,77,313,76,TCU,1,WAS,LG
Calijah Kancey,24,94,73,281,76,Pittsburgh,2,TB,DT
Cam Jurgens,26,51,75,303,76,Nebraska,3,PHI,C
Cam Little,22,39,74,179,76,Arkansas,1,JAX,K
Chamarri Conner,25,27,72,206,76,Virginia Tech,2,KC,SS
Charles Omenihu,28,90,77,280,76,Texas,6,KC,LE
Cobie Durant,27,14,71,180,76,S.C. State,3,LAR,CB
Cor'Dale Flott,24,28,73,175,76,LSU,3,,CB
Curtis Samuel,29,1,71,195,76,Ohio State,8,BUF,WR
D.J. Wonnum,27,98,77,258,76,South Carolina,5,CAR,RE
Dan Moore,26,75,77,315,76,Texas AM,4,TEN,LT
Dante Fowler Jr,31,13,75,261,76,Florida,10,DAL,RE
Darnell Washington,24,80,79,264,76,Georgia,2,PIT,TE
Darrell Baker,27,39,73,190,76,Ga. Southern,3,TEN,CB
DeMarvion Overshown,25,0,74,220,76,Texas,2,DAL,ROLB
Denico Autry,35,96,77,285,76,Mississippi St.,11,HST,LE
Denzel Perryman,32,6,71,240,76,Miami,10,LAC,MLB
Diontae Johnson,29,16,70,183,76,Toledo,6,CLV,WR
Donovan Wilson,30,6,72,204,76,Texas AM,6,DAL,SS
Dre'Mont Jones,28,45,75,281,76,Ohio State,6,TEN,LE
Dyami Brown,25,5,72,195,76,North Carolina,4,JAX,WR
E.J. Speed,30,45,75,224,76,Tarleton State,6,HST,ROLB
Elandon Roberts,31,52,73,238,76,Houston,9,LV,MLB
Ethan Evans,24,42,76,235,76,Wingate,2,LAR,P
Evan Brown,28,63,74,320,76,SMU,7,ARI,LG
Greg Van Roten,35,74,76,305,76,Penn,12,,RG
Haason Reddick,30,5,73,240,76,Temple,8,TB,LE
Isaiah Rodgers Sr,27,2,70,170,76,Massachusetts,5,MIN,CB
Jake Bates,26,39,70,202,76,Arkansas,2,DET,K
Jalen Tolbert,26,1,73,195,76,South Alabama,3,DAL,WR
Jawaan Taylor,27,74,77,330,76,Florida,6,KC,RT
Jer'Zhan Newton,23,95,74,304,76,Illinois,1,WAS,DT
Jihaad Campbell,21,30,75,235,76,Alabama,0,PHI,ROLB
Jonathan Owens,30,36,71,210,76,Missouri W State,6,CHI,SS
Jordan Battle,24,27,73,206,76,Alabama,2,CIN,SS
Josh Reynolds,30,83,75,196,76,Texas AM,8,,WR
Juan Thornhill,29,22,72,205,76,Virginia,6,PIT,FS
Kader Kohou,26,4,70,195,76,Texas AM-Commerce,3,MIA,CB
Keeanu Benton,24,95,76,309,76,Wisconsin,2,PIT,DT
Keisean Nixon,28,25,70,200,76,South Carolina,6,GB,CB
Kelvin Banks Jr.,21,71,77,315,76,Texas,0,NO,RT
Keon Coleman,22,0,75,213,76,Florida State,1,BUF,WR
Khalil Herbert,27,26,69,212,76,Virginia Tech,4,IND,HB
Laiatu Latu,24,97,77,259,76,UCLA,1,IND,RE
Laken Tomlinson,33,75,75,323,76,Duke,10,HST,LG
Larry Ogunjobi,31,99,75,305,76,Charlotte,8,BUF,DT
Luke Wattenberg,27,60,77,300,76,Washington,3,DEN,C
Luther Burden III,21,87,72,236,76,Missouri,0,CHI,WR
Matthew Bergeron,25,65,77,323,76,Syracuse,2,ATL,LG
Matthew Golden,22,22,71,191,76,Texas,0,GB,WR
Micah McFadden,25,41,74,232,76,Indiana,3,,ROLB
Mike Hilton,31,38,69,184,76,Ole Miss,9,MIA,CB
Mike Green,22,45,75,251,76,Marshall,0,BLT,LE
Nick Cross,23,20,72,212,76,Maryland,3,IND,FS
Noah Brown,29,85,74,215,76,Ohio State,8,WAS,WR
Omar Speights,24,48,73,225,76,LSU,1,LAR,ROLB
Patrick Mekari,28,65,76,305,76,California,6,JAX,RG
Payton Wilson,25,41,76,238,76,N.C. State,1,PIT,ROLB
Peter Skoronski,24,77,76,313,76,Northwestern,2,TEN,LG
Quentin Johnston,23,1,76,215,76,TCU,2,LAC,WR
Riley Dixon,32,92,76,221,76,Syracuse,9,TB,P
Riley Moss,25,21,72,193,76,Iowa,2,DEN,CB
Russell Wilson,36,3,71,215,76,Wisconsin,13,,QB
Sam Williams,26,54,76,261,76,Ole Miss,3,DAL,RE
Samaje Perine,29,34,70,236,76,Oklahoma,9,CIN,HB
Samuel Womack III,26,33,70,189,76,Toledo,3,IND,CB
Steve Avila,25,73,75,330,76,TCU,2,LAR,LG
Taysom Hill,35,7,74,221,76,BYU,8,NO,TE
Terrion Arnold,23,6,72,189,76,Alabama,1,DET,CB
Tershawn Wharton,27,92,73,280,76,Missouri University of Science & Technology,5,CAR,DT
Tony Adams,26,22,72,205,76,Illinois,3,,SS
TreVeyon Henderson,22,32,70,202,76,Ohio State,0,NE,HB
Trey Benson,23,33,73,223,76,Florida State,1,ARI,HB
Walker Little,26,72,79,325,76,Stanford,4,JAX,LT
Will McDonald IV,26,9,75,241,76,Iowa State,2,,LE
Zaven Collins,26,25,76,260,76,Tulsa,4,ARI,LE
Zay Jones,30,17,74,200,76,East Carolina,8,ARI,WR
A'Shawn Robinson,30,94,75,320,75,Alabama,9,CAR,DT
Aaron Banks,27,65,77,325,75,Notre Dame,4,GB,LG
Alfred Collins,23,95,78,332,75,Texas,0,SF,DT
Anthony Walker Jr,30,3,73,235,75,Northwestern,8,TB,ROLB
Arden Key,29,49,77,240,75,LSU,7,TEN,RE
Austin Corbett,29,63,76,305,75,Nevada,7,CAR,C
Avonte Maddox,29,29,69,184,75,Pittsburgh,7,DET,CB
Beanie Bishop Jr,25,31,69,182,75,West Virginia,1,PIT,CB
Benjamin Morrison,21,21,72,193,75,Notre Dame,0,TB,CB
Benjamin St-Juste,27,24,75,200,75,Minnesota,4,LAC,CB
Bhayshul Tuten,23,33,69,206,75,Virginia Tech,0,JAX,HB
Blake Gillikin,27,12,74,196,75,Penn State,5,ARI,P
Brandon Stephens,27,21,73,215,75,SMU,4,,CB
Bryce Huff,27,47,75,255,75,Memphis,5,SF,RE
Bryce Young,24,9,70,204,75,Alabama,2,CAR,QB
C.J. Ham,32,30,71,250,75,Augustana,9,MIN,FB
Caleb Williams,23,18,73,214,75,USC,1,CHI,QB
Calen Bullock,22,2,74,188,75,USC,1,HST,FS
Calvin Austin,26,19,69,162,75,Memphis,3,PIT,WR
Cameron Johnston,33,5,71,194,75,Ohio State,7,PIT,P
Carson Schwesinger,22,49,75,242,75,UCLA,0,CLV,MLB
Clark Phillips III,23,22,70,183,75,Utah,2,ATL,CB
Clelin Ferrell,28,99,76,265,75,Clemson,6,WAS,RE
Coby Bryant,26,8,73,193,75,Cincinnati,3,SEA,SS
Corliss Waitman,30,3,74,210,75,South Alabama,5,PIT,P
D.J. Chark Jr,28,16,75,200,75,LSU,7,ATL,WR
Dalton Kincaid,25,86,76,240,75,Utah,2,BUF,TE
Darnell Savage,28,6,71,198,75,Maryland,6,JAX,SS
David Edwards,28,76,78,308,75,Wisconsin,6,BUF,LG
Deatrich Wise Jr,31,91,78,285,75,Arkansas,8,WAS,RE
Deion Jones,30,45,73,222,75,LSU,9,TB,MLB
Deonte Banks,24,2,74,205,75,Maryland,2,,CB
Derick Hall,24,58,75,252,75,Auburn,2,SEA,LE
Derrick Nnadi,29,91,73,317,75,Florida State,7,,DT
Devin Duvernay,27,12,71,202,75,Texas,5,CHI,WR
Devin Singletary,27,26,67,203,75,FAU,6,,HB
Devin Bush,27,30,71,234,75,Michigan,6,CLV,ROLB
Devonte Wyatt,27,95,75,304,75,Georgia,3,GB,DT
Donovan Ezeiruaku,21,41,75,248,75,Boston College,0,DAL,LE
Dontayvion Wicks,24,13,73,206,75,Virginia,2,GB,WR
Dorian Williams,24,42,74,230,75,Tulane,2,BUF,ROLB
Elijah Mitchell,27,25,70,200,75,UL Lafayette,4,KC,HB
Emeka Egbuka,22,9,73,201,75,Ohio State,0,TB,WR
Eric Stokes,26,22,72,194,75,Georgia,4,LV,CB
Folorunso Fatukasi,30,91,76,318,75,Connecticut,7,HST,DT
Garrett Bradbury,30,65,75,300,75,N.C. State,6,NE,C
Graham Glasgow,33,60,78,310,75,Michigan,9,DET,RG
Grey Zabel,23,76,78,312,75,North Dakota St.,0,SEA,LG
Ja'Quan McMillian,25,29,70,183,75,East Carolina,2,DEN,CB
Jack Jones,27,23,71,175,75,Arizona St.,3,MIA,CB
Jahlani Tavai,28,48,74,246,75,Hawaii,6,NE,ROLB
Jaleel McLaughlin,24,38,67,187,75,Youngstown St.,2,DEN,HB
James Pearce Jr.,21,27,77,245,75,Tennessee,0,ATL,RE
Javon Bullard,22,20,71,198,75,Georgia,1,GB,FS
Jaylon Jones,23,40,74,200,75,Texas AM,2,IND,CB
Jermaine Eluemunor,30,72,76,330,75,Texas AM,8,,RT
Johnathan Hankins,33,97,74,320,75,Ohio State,12,SEA,DT
Jon Runyan,28,76,76,307,75,Michigan,5,,LG
Jordan Meredith,27,61,75,300,75,W. Kentucky,4,LV,LG
Jordan Stout,27,11,75,214,75,Penn State,3,BLT,P
Jordan Morgan,24,77,77,311,75,Arizona,1,GB,RG
Josh Simmons,22,71,77,317,75,Ohio State,0,KC,LT
Joshua Williams,25,2,75,193,75,Fayetteville State,3,KC,CB
JuJu Smith-Schuster,28,9,73,215,75,USC,8,KC,WR
Kaleb Johnson,22,20,73,224,75,Iowa,0,PIT,HB
Kalif Raymond,31,11,68,182,75,Holy Cross,8,DET,WR
KaVontae Turpin,29,9,69,160,75,TCU,4,DAL,WR
Kendre Miller,23,5,72,220,75,TCU,2,NO,HB
Kenneth Gainwell,26,14,69,200,75,Memphis,4,PIT,HB
Kool-Aid McKinstry,22,4,72,196,75,Alabama,1,NO,CB
Lloyd Cushenberry III,27,79,76,315,75,LSU,5,TEN,C
Malaki Starks,21,24,73,197,75,Georgia,0,BLT,FS
Maliek Collins,30,96,74,310,75,Nebraska,9,CLV,DT
Marquez Valdes-Scantling,30,1,76,206,75,USF,7,SEA,WR
Martin Emerson Jr,24,1,74,201,75,Mississippi St.,3,CLV,CB
Matt Araiza,25,14,73,201,75,San Diego St.,3,KC,P
Mekhi Blackmon,26,5,71,178,75,USC,2,MIN,CB
Michael Hoecht,27,55,76,267,75,Brown,5,BUF,RE
Mike Jackson,28,2,73,210,75,Miami,6,CAR,CB
Nick Westbrook-Ikhine,28,18,74,211,75,Indiana,5,MIA,WR
Noah Gray,26,83,75,240,75,Duke,4,KC,TE
Olu Fashanu,22,74,78,312,75,Penn State,1,,LT
Quentin Lake,26,37,73,201,75,UCLA,3,LAR,SS
Ray-Ray McCloud III,28,34,69,190,75,Clemson,8,ATL,WR
Ricky Pearsall,24,1,73,191,75,Florida,1,SF,WR
Robert Woods,33,16,72,195,75,USC,12,PIT,WR
Ryan Wright,25,17,75,245,75,Tulane,3,MIN,P
Sam Martin,35,6,73,211,75,Appalach. St.,12,CAR,P
Samson Ebukam,30,52,75,240,75,Eastern Wash.,8,IND,RE
Sheldon Rankins,31,90,74,305,75,Louisville,9,HST,DT
Teair Tart,28,90,74,304,75,FIU,5,LAC,DT
Tory Taylor,28,19,76,223,75,Iowa,1,CHI,P
Trevor Lawrence,25,16,78,220,75,Clemson,4,JAX,QB
Trey Amos,23,23,73,195,75,Ole Miss,0,WAS,CB
Tuli Tuipulotu,22,45,75,266,75,USC,2,LAC,LE
Tutu Atwell,25,5,69,165,75,Louisville,4,LAR,WR
Tykee Smith,24,23,70,202,75,Georgia,1,TB,SS
Tyler Conklin,30,83,75,254,75,Central Michigan,7,LAC,TE
Tyler Warren,23,84,78,256,75,Penn State,0,IND,TE
Tyrique Stevenson,25,29,72,204,75,Miami,2,CHI,CB
Uchenna Nwosu,28,7,74,251,75,USC,7,SEA,RE
Will Reichard,24,16,73,194,75,Alabama,1,MIN,K
Will Johnson,22,0,74,194,75,Michigan,0,ARI,CB
Yetur Gross-Matos,27,94,77,265,75,Penn State,5,SF,LE
Alec Ingold,29,30,73,235,74,Wisconsin,6,MIA,FB
Andre James,28,78,76,300,74,UCLA,6,LAC,C
Andrew Wingard,28,42,72,200,74,Wyoming,6,JAX,FS
Ashtyn Davis,28,21,73,202,74,California,5,MIA,FS
Austin Jackson,26,73,77,320,74,USC,5,MIA,RT
Azareye'h Thomas,21,23,74,196,74,Florida State,0,,CB
Baron Browning,26,5,75,240,74,Ohio State,4,ARI,LE
Ben Powers,28,74,76,310,74,Oklahoma,6,DEN,LG
Bilal Nichols,28,92,76,313,74,Delaware,7,ARI,DT
Blake Corum,24,22,68,210,74,Michigan,1,LAR,HB
Bobby Brown III,25,97,76,324,74,Texas AM,4,CAR,DT
Brady Christensen,28,70,78,300,74,BYU,4,CAR,LT
Bryan Bresee,23,90,77,305,74,Clemson,2,NO,DT
Carrington Valentine,23,24,72,189,74,Kentucky,2,GB,CB
Chad Ryland,25,38,72,183,74,Maryland,2,ARI,K
Chauncey Golston,27,57,77,268,74,Iowa,4,,LE
Chigoziem Okonkwo,25,85,75,238,74,Maryland,3,TEN,TE
Christian Izien,25,29,68,197,74,Rutgers,2,TB,CB
Clyde Edwards-Helaire,26,23,67,207,74,LSU,5,NO,HB
Cooper Beebe,24,56,76,335,74,Kansas State,1,DAL,C
Cornelius Lucas III,34,71,80,327,74,Kansas State,11,CLV,LT
D.J. Humphries,31,72,77,307,74,Florida,10,LAR,LT
Da'Shawn Hand,29,91,75,297,74,Alabama,7,LAC,DT
Damar Hamlin,27,3,72,200,74,Pittsburgh,4,BUF,FS
Daniel Whelan,26,19,77,216,74,California-Davis,2,GB,P
Darien Porter,24,26,75,195,74,Iowa State,0,LV,CB
DaVon Hamilton,28,52,76,335,74,Ohio State,5,JAX,DT
Demarcus Robinson,30,5,73,203,74,Florida,9,SF,WR
Demetrius Knight Jr.,25,44,74,235,74,South Carolina,0,CIN,ROLB
Dennis Gardeck,31,57,72,232,74,Sioux Falls,7,JAX,RE
Devaughn Vele,27,17,77,210,74,Utah,1,DEN,WR
Donovan Jackson,22,74,76,317,74,Ohio State,0,MIN,LG
Dylan Sampson,20,22,68,199,74,Tennessee,0,CLV,HB
Eddie Goldman,31,97,75,332,74,Florida State,8,WAS,DT
Emmanuel Ogbah,31,90,76,278,74,Oklahoma St.,9,JAX,RE
Evan McPherson,26,2,71,185,74,Florida,4,CIN,K
Evan Neal,24,73,79,350,74,Alabama,3,,RT
Henry To'oTo'o,24,39,74,228,74,Alabama,2,HST,LOLB
Ifeatu Melifonwu,26,9,75,213,74,Syracuse,4,MIA,SS
Isaiah Simmons,27,28,76,238,74,Clemson,5,GB,SS
Ja'Lynn Polk,23,1,74,203,74,Washington,1,NE,WR
Jacob Parrish,21,25,70,191,74,Kansas State,0,TB,CB
Jake Brendel,32,64,76,299,74,UCLA,9,SF,C
Jalen McMillan,23,15,73,197,74,Washington,1,TB,WR
Jalen Nailor,26,1,72,190,74,Michigan St.,3,MIN,WR
Jamal Adams,29,33,73,213,74,LSU,8,LV,SS
Jamien Sherwood,25,44,74,216,74,Auburn,4,,MLB
Jayden Higgins,22,81,76,214,74,Iowa State,0,HST,WR
Joe Tryon-Shoyinka,26,90,77,259,74,Washington,4,CLV,RE
John Jenkins,36,62,75,327,74,Georgia,12,BLT,DT
John Metchie,25,8,71,187,74,Alabama,3,HST,WR
Johnny Hekker,35,3,77,225,74,Oregon State,13,TEN,P
Jonah Williams,27,73,77,312,74,Alabama,6,ARI,RT
Josh Paschal,25,93,75,278,74,Kentucky,3,DET,LE
Josh Conerly Jr.,21,72,77,311,74,Oregon,0,WAS,RT
Joshua Uche,26,0,75,245,74,Michigan,5,PHI,LE
JT Tuimoloau,22,91,76,264,74,Ohio State,0,IND,LE
Juice Scruggs,25,70,75,308,74,Penn State,2,HST,LG
JuJu Brents,25,29,75,198,74,Kansas State,2,IND,CB
Justin Jones,29,98,75,309,74,N.C. State,7,ARI,DT
Justin Fields,26,7,75,228,74,Ohio State,4,,QB
Juwan Johnson,28,83,76,231,74,Oregon,5,NO,TE
Kaiir Elam,24,20,73,191,74,Florida,3,DAL,CB
Kayshon Boutte,23,9,72,195,74,LSU,2,NE,WR
Keaton Mitchell,23,34,68,186,74,East Carolina,2,BLT,HB
Kelee Ringo,23,7,74,207,74,Georgia,2,PHI,CB
Kris Jenkins Jr,23,90,75,310,74,Michigan,1,CIN,DT
Levi Onwuzurike,27,78,75,293,74,Washington,4,DET,DT
Lucas Patrick,32,62,75,313,74,Duke,9,CIN,RG
Lukas Van Ness,24,90,77,272,74,Iowa,2,GB,RE
Mack Hollins,31,13,76,221,74,North Carolina,8,NE,WR
Malik Mustapha,23,6,70,206,74,Wake Forest,1,SF,FS
Marcus Davenport,28,92,78,285,74,UTSA,7,DET,RE
Mason McCormick,25,66,77,315,74,S. Dakota St.,1,PIT,RG
Matt Gay,31,16,72,232,74,Utah,6,WAS,K
Max Melton,23,16,71,187,74,Rutgers,1,ARI,CB
Mecole Hardman,27,6,70,187,74,Georgia,6,GB,WR
Michael Penix Jr,25,9,74,216,74,Washington,1,ATL,QB
Mike Hughes,28,21,70,189,74,UCF,7,ATL,CB
Miles Sanders,28,27,71,210,74,Penn State,6,DAL,HB
Nate Landman,26,53,75,235,74,Colorado,3,LAR,MLB
Nathan Shepherd,31,93,76,315,74,Fort Hays State,7,NO,DT
Nic Scourton,21,11,75,257,74,Texas AM,0,CAR,LE
Nick Allegretti,29,67,76,310,74,Illinois,6,WAS,RG
Nick Emmanwori,21,3,75,220,74,South Carolina,0,SEA,SS
Nick Herbig,23,51,74,240,74,Wisconsin,2,PIT,LE
Oluwafemi Oladejo,21,7,75,261,74,UCLA,0,TEN,LE
Quinshon Judkins,21,10,72,221,74,Ohio State,0,CLV,HB
Ray Davis,25,22,70,216,74,Kentucky,1,BUF,HB
RJ Harvey,24,37,68,205,74,UCF,0,DEN,HB
Roger Rosengarten,23,70,78,300,74,Washington,1,BLT,RT
Ross Matiscik,28,46,72,240,74,Baylor,5,JAX,LS
Shavon Revel Jr.,24,27,74,202,74,East Carolina,0,DAL,CB
T.J. Sanders,22,98,76,305,74,South Carolina,0,BUF,DT
Theo Johnson,24,84,78,264,74,Penn State,1,,TE
Tre Brown,27,22,70,185,74,Oklahoma,4,SF,CB
Tre Tucker,24,1,69,185,74,Cincinnati,2,LV,WR
Tre'Davious White,30,27,71,192,74,LSU,8,BUF,CB
Trevor Penning,26,70,79,325,74,Northern Iowa,3,NO,LG
Tyler Bass,28,2,70,183,74,Ga. Southern,5,BUF,K
Tyrel Dodson,27,11,72,237,74,Texas AM,6,MIA,ROLB
